region,site_id,Station,SamplingDate,SamplingMonth,ProbeDepth,SamplingYear,Time,Latitude,Longitude,Sensor Present,DissolvedOxygen,%DO,SpecificConductivity,Salinity,Temperature,FieldInstrument,HydrologySample?,TurbiditySample?,Turbidity_rep1,Turbidity_rep2,Turbidity_rep3,Turbidity_rep4,Turbidity_mean,TurbidityInstrument,Notes
jn,jnsci,50m,10/4/21,October,1,2021,9:00:00 AM,58 15.337,-134 19.343,n,10.1,,17951,16.6,7,YSI 2030,n,y,1.24,1.45,1.53,,1.406666667,Hach 2100P Turbidimeter,
jn,jnsci,50m,10/4/21,October,5,2021,9:00:00 AM,58 15.337,-134 19.343,n,8.36,,28107,26.2,8.3,YSI 2030,n,n,,,,,,,
jn,jnsci,near,10/4/21,October,0.5,2021,9:00:00 AM,58 15.391,-134 19.362,y,9.49,,21237,19.6,7.7,YSI 2030,n,y,1.63,1.55,1.59,,1.59,Hach 2100P Turbidimeter,
jn,jnsci,100m,4/20/22,April,1,2022,11:36:00 AM,58.255933,-134.32105,n,11.37,,29431,30.3,5.5,YSI 2030,n,y,2.43,2.67,2.33,,2.476666667,Hach 2100Q Turbidimeter,
jn,jnsci,100m,4/20/22,April,5,2022,11:38:00 AM,58.255933,-134.32105,n,9.18,,29189,30.8,4.3,YSI 2030,n,n,,,,,,,
jn,jnsci,50m,4/20/22,April,1,2022,11:32:00 AM,58.25625,-134.321583,n,11.38,,29385,30.2,5.2,YSI 2030,n,y,2.8,1.58,1.59,,1.99,Hach 2100Q Turbidimeter,
jn,jnsci,50m,4/20/22,April,5,2022,11:33:00 AM,58.25625,-134.321583,n,10.8,,29181,30.7,4.4,YSI 2030,n,n,,,,,,,
jn,jnsci,near,4/20/22,April,1,2022,11:16:00 AM,58.2567,-134.321483,y,12.11,,25007,25,5.6,YSI 2030,n,y,4.06,2.81,2.18,,3.016666667,Hach 2100Q Turbidimeter,
jn,jnsci,100m,5/18/22,May,1,2022,10:35:00 AM,58.2559,-134.32015,n,12.05,,27393,25.8,7.9,YSI 2030,n,y,1.65,1.65,2.24,,1.846666667,Hach 2100Q Turbidimeter,
jn,jnsci,100m,5/18/22,May,5,2022,10:36:00 AM,58.2559,-134.32015,n,12.03,,27660,26.3,7.6,YSI 2030,n,n,,,,,,,
jn,jnsci,50m,5/18/22,May,1,2022,10:30:00 AM,58.25625,-134.321583,n,13.49,,26670,25.1,7.8,YSI 2030,n,y,3.14,1.99,2.54,,2.556666667,Hach 2100Q Turbidimeter,
jn,jnsci,50m,5/18/22,May,5,2022,10:32:00 AM,58.25625,-134.321583,n,12.29,,27703,26.5,7.4,YSI 2030,n,n,,,,,,,
jn,jnsci,near,5/18/22,May,0.1,2022,10:25:00 AM,58.2567,-134.321483,y,11.98,,27510,26.4,7.5,YSI 2030,n,y,2.8,1.83,1.89,,2.173333333,Hach 2100Q Turbidimeter,
jn,jnsci,100m,6/15/22,June,1,2022,9:09:00 AM,58.255867,-134.320717,n,10.38,,15929,17,8.7,YSI 2030,n,y,6.4,6.25,6.17,,6.273333333,Hach 2100Q Turbidimeter,
jn,jnsci,100m,6/15/22,June,5,2022,9:12:00 AM,58.255867,-134.320717,n,9.89,,25027,24.2,8.1,YSI 2030,n,n,,,,,,,
jn,jnsci,50m,6/15/22,June,1,2022,9:03:00 AM,58.256167,-134.321267,n,10.9,,15971,13.6,8.5,YSI 2030,n,y,6.06,6.3,5.51,,5.956666667,Hach 2100Q Turbidimeter,
jn,jnsci,50m,6/15/22,June,5,2022,9:05:00 AM,58.256167,-134.321267,n,9.73,,25305,23.9,8.1,YSI 2030,n,n,,,,,,,
jn,jnsci,near,6/15/22,June,1,2022,10:05:00 AM,58.256733,-134.32155,y,10.52,,15319,14.1,8.8,YSI 2030,n,y,16.4,10.1,22.2,,16.23333333,Hach 2100Q Turbidimeter,
jn,jnsci,100m,7/16/22,July,1,2022,,58.256,-134.3203,n,11.64,,17564,14.4,11.4,YSI 2030,n,y,2.98,1.95,3.3,,2.743333333,Hach 2100Q Turbidimeter,
jn,jnsci,100m,7/16/22,July,5,2022,,58.256,-134.3203,n,10.4,,22294,14.2,10.3,YSI 2030,n,n,,,,,,,
jn,jnsci,50m,7/16/22,July,1,2022,,58.25625,-134.321117,n,10.24,,17708,14.5,11.3,YSI 2030,n,y,3.99,3.91,3.92,,3.94,Hach 2100Q Turbidimeter,
jn,jnsci,50m,7/16/22,July,5,2022,,58.25625,-134.321117,n,9.81,,22543,17.5,10.5,YSI 2030,n,n,,,,,,,
jn,jnsci,near,7/16/22,July,1,2022,10:30:00 AM,58.256717,-134.3215,y,10.34,,16601,13.6,11.3,YSI 2030,n,y,10.6,13.7,6.76,28.5,14.89,Hach 2100Q Turbidimeter,
jn,jnsci,100m,8/15/22,August,1,2022,10:23:00 AM,58.256067,-134.3199,n,10.15,,19319,16.3,10.6,YSI 2030,n,y,8.5,7.03,6.08,,7.203333333,Hach 2100Q Turbidimeter,
jn,jnsci,100m,8/15/22,August,5,2022,10:23:00 AM,58.256067,-134.3199,n,10.06,,20306,17.3,10.5,YSI 2030,n,n,,,,,,,
jn,jnsci,50m,8/15/22,August,1,2022,10:20:00 AM,58.25655,-134.320717,n,10.27,,19488,16.4,10.6,YSI 2030,n,y,6.17,4.92,5.41,,5.5,Hach 2100Q Turbidimeter,
jn,jnsci,50m,8/15/22,August,5,2022,10:20:00 AM,58.25655,-134.320717,n,10.04,,21217,18.2,10.4,YSI 2030,n,n,,,,,,,
jn,jnsci,near,8/15/22,August,0.2,2022,10:05:00 AM,58.256767,-134.321517,y,10,,19081,16.1,10.7,YSI 2030,n,y,10.5,7.99,12.1,,10.19666667,Hach 2100Q Turbidimeter,
jn,jnsci,100m,9/15/22,September,1,2022,8:57:00 AM,58.255483,-134.320033,n,10.37,,20868,18.3,9.5,YSI 2030,n,y,1.48,1.9,1.98,,1.786666667,Hach 2100Q Turbidimeter,
jn,jnsci,100m,9/15/22,September,5,2022,8:59:00 AM,58.255483,-134.320033,n,9.98,,22912,20.1,9.8,YSI 2030,n,n,,,,,,,
jn,jnsci,50m,9/15/22,September,1,2022,9:01:00 AM,58.256233,-134.320433,n,10.13,,20894,18.3,9.6,YSI 2030,n,y,2.13,2.66,3.31,,2.7,Hach 2100Q Turbidimeter,
jn,jnsci,50m,9/15/22,September,5,2022,9:02:00 AM,58.256233,-134.320433,n,9.63,,23735,20.8,9.8,YSI 2030,n,n,,,,,,,
jn,jnsci,near,9/15/22,September,2.5,2022,9:07:00 AM,58.256733,-134.32145,y,9.62,,21165,18.5,9.6,YSI 2030,n,y,1.8,2.34,2.08,,2.073333333,Hach 2100Q Turbidimeter,
kb,kbgwi,100m,3/30/21,April,1,2021,10:43:00 AM,59.661762,-151.168704,n,11.46,103.6,47.74,29.5,2.9,YSI 2030,n,y,2.16,1.97,2.04,,2.056666667,Hach 2100P Turbidimeter,
kb,kbgwi,100m,3/30/21,April,5,2021,10:43:00 AM,59.661762,-151.168704,n,11.15,102.5,49.87,31.9,3,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,3/30/21,April,1,2021,10:38:00 AM,59.66494,-151.450905,n,11.6,105.3,48.5,30.5,2.9,YSI 2030,n,y,3.76,2.99,3.29,,3.346666667,Hach 2100P Turbidimeter,
kb,kbgwi,50m,3/30/21,April,5,2021,10:38:00 AM,59.66494,-151.450905,n,11.31,104.1,49.89,31.7,3,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,3/30/21,April,0.5,2021,12:00:00 AM,59.661817,-151.170433,y,9.61,,49.4,31.4,3.3,YSI 2030,n,y,4.49,3.88,4.04,,4.136666667,Hach 2100P Turbidimeter,
kb,kbgwi,near,3/30/21,April,1,2021,12:00:00 AM,59.661817,-151.170433,y,11.61,,49.5,31.4,3,YSI 2030,n,n,,,,,,,
kb,kbgwi,100m,5/1/21,May,1,2021,1:38:00 AM,59.661762,-151.168704,n,14.61,146.1,30610,30.9,6,YSI 2030,n,y,1.14,1.27,1.23,,1.213333333,Hach 2100P Turbidimeter,
kb,kbgwi,100m,5/1/21,May,5,2021,1:39:00 AM,59.661762,-151.168704,n,14.93,145.4,30417,31.1,5.4,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,5/1/21,May,1,2021,1:25:00 AM,59.66494,-151.450905,n,15.29,153.3,30074,30.1,6.2,YSI 2030,n,y,1.92,2.01,2.12,,2.016666667,Hach 2100P Turbidimeter,
kb,kbgwi,50m,5/1/21,May,5,2021,1:27:00 AM,59.66494,-151.450905,n,15.07,147,30464,31.2,5.4,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,5/1/21,May,0.5,2021,12:00:00 AM,59.661817,-151.170433,y,16.42,,24817,23.5,7.4,YSI 2030,n,y,1.79,2.18,1.89,,1.953333333,Hach 2100P Turbidimeter,
kb,kbgwi,near,5/1/21,May,1,2021,12:00:00 AM,59.661817,-151.170433,y,16.56,,24724,23.4,7.4,YSI 2030,n,n,,,,,,,
kb,kbgwi,100m,5/26/21,June,1,2021,9:50:00 AM,59.661762,-151.168704,n,13.45,138.7,30620,28.7,8.5,YSI 2030,n,y,3.55,3.54,3.53,,3.54,Hach 2100P Turbidimeter,
kb,kbgwi,100m,5/26/21,June,5,2021,9:50:00 AM,59.661762,-151.168704,n,13.8,143.7,32016,30.1,8.5,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,5/26/21,June,1,2021,9:45:00 AM,59.66494,-151.450905,n,15.74,143.2,29058,27.1,8.3,YSI 2030,n,y,4.68,5.24,5.14,,5.02,Hach 2100P Turbidimeter,
kb,kbgwi,50m,5/26/21,June,5,2021,9:45:00 AM,59.66494,-151.450905,n,14.33,148.1,31766,29.9,8.4,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,5/26/21,June,1,2021,12:00:00 AM,59.661817,-151.170433,y,12.93,,30594,29.3,7.7,YSI 2030,n,y,3.79,3.44,3.89,,3.706666667,Hach 2100P Turbidimeter,
kb,kbgwi,near,5/26/21,June,5,2021,12:00:00 AM,59.661817,-151.170433,y,14.36,,30782,29.7,7.4,YSI 2030,n,n,,,,,,,
kb,kbgwi,100m,6/24/21,July,1,2021,9:48:00 AM,59.661762,-151.168704,n,11.52,117.9,25080,22.4,10,YSI 2030,n,y,23.7,22.4,21.7,,22.6,Hach 2100P Turbidimeter,
kb,kbgwi,100m,6/24/21,July,5,2021,9:49:00 AM,59.661762,-151.168704,n,12.15,125.1,31866,30.4,8,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,6/24/21,July,1,2021,9:43:00 AM,59.66494,-151.450905,n,12.54,130,26545,22.9,10.9,YSI 2030,n,y,6.97,7.08,6.46,,6.836666667,Hach 2100P Turbidimeter,
kb,kbgwi,50m,6/24/21,July,5,2021,9:45:00 AM,59.66494,-151.450905,n,12.92,133.39,31825,30.1,8.2,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,6/24/21,July,5,2021,12:00:00 AM,59.661817,-151.170433,y,12.25,,25142,22.2,9.8,YSI 2030,n,y,34,30.1,30.5,,31.53333333,Hach 2100P Turbidimeter,
kb,kbgwi,near,6/24/21,July,1,2021,12:00:00 AM,59.661817,-151.170433,y,12.86,,23333,20.6,9.6,YSI 2030,n,n,,,,,,,
kb,kbgwi,100m,7/23/21,August,1,2021,9:30:00 AM,59.661762,-151.168704,n,12.12,130.7,29044,24.9,12,YSI 2030,n,y,25.8,26,25.5,,25.76666667,Hach 2100P Turbidimeter,
kb,kbgwi,100m,7/23/21,August,5,2021,9:30:00 AM,59.661762,-151.168704,n,12.12,131.6,32735,28.9,10.8,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,7/23/21,August,1,2021,9:26:00 AM,59.66494,-151.450905,n,12.5,125.4,23870,17.9,10.9,YSI 2030,n,y,25.1,25.3,26.2,,25.53333333,Hach 2100P Turbidimeter,
kb,kbgwi,50m,7/23/21,August,5,2021,9:26:00 AM,59.66494,-151.450905,n,12.74,137.3,33080,29.5,10.5,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,7/23/21,August,5,2021,8:15:00 AM,59.661817,-151.170433,y,11.1,,25736,21.8,11.5,YSI 2030,n,y,44.7,44.4,43.8,,44.3,Hach 2100P Turbidimeter,
kb,kbgwi,near,7/23/21,August,1,2021,8:00:00 AM,59.661817,-151.170433,y,15.08,,6483,5.5,7.1,YSI 2030,n,n,,,,,,,
kb,kbgwi,100m,8/22/21,September,1,2021,10:16:00 AM,59.661762,-151.168704,n,10.02,111.9,31805,26.5,12.9,YSI 2030,n,y,2.25,2.34,2.13,,2.24,Hach 2100P Turbidimeter,
kb,kbgwi,100m,8/22/21,September,5,2021,10:16:00 AM,59.661762,-151.168704,n,10.87,121.1,32613,27.9,12,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,8/22/21,September,1,2021,10:09:00 AM,59.66494,-151.450905,n,10.87,118.1,30756,25.8,12.6,YSI 2030,n,y,4.34,4.23,4.24,,4.27,Hach 2100P Turbidimeter,
kb,kbgwi,50m,8/22/21,September,5,2021,10:09:00 AM,59.66494,-151.450905,n,11.11,122.7,32532,27.1,12,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,8/22/21,September,5,2021,8:30:00 AM,59.661817,-151.170433,y,9.68,,29680,25.2,11.9,YSI 2030,n,y,3.99,3.56,3.58,,3.71,Hach 2100P Turbidimeter,
kb,kbgwi,near,8/22/21,September,1,2021,8:15:00 AM,59.661817,-151.170433,y,10.06,,29534,25,12,YSI 2030,n,n,,,,,,,
kb,kbgwi,100m,9/19/21,October,1,2021,3:52:00 AM,59.661762,-151.168704,n,9.88,107.2,32380,28.5,11,YSI 2030,n,y,1.17,1.12,1.24,,1.176666667,Hach 2100P Turbidimeter,
kb,kbgwi,50m,9/19/21,October,1,2021,3:50:00 AM,59.66494,-151.450905,n,10.45,113.7,32439,28.4,11.1,YSI 2030,n,y,1.98,2.08,1.82,,1.96,Hach 2100P Turbidimeter,
kb,kbgwi,near,9/19/21,October,1,2021,9:00:00 AM,59.661817,-151.170433,y,8.37,,31745,28.3,10.4,YSI 2030,n,y,35.9,34.9,32.5,,34.43333333,Hach 2100P Turbidimeter,
kb,kbgwi,100m,4/17/22,April,1,2022,11:35:00 AM,59.661762,-151.168704,n,1.84,17.2,29051,30.4,4.5,YSI 2030,n,y,0.72,0.75,0.8,,0.756666667,Hach 2100P Turbidimeter,
kb,kbgwi,100m,4/17/22,April,5,2022,11:35:00 AM,59.661762,-151.168704,n,1.79,17,29186,30.6,4.4,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,4/17/22,April,1,2022,11:35:00 AM,59.66494,-151.450905,n,2.18,20.6,29161,30.4,4.6,YSI 2030,n,y,1.17,1.57,1.06,,1.266666667,Hach 2100P Turbidimeter,
kb,kbgwi,near,4/17/22,April,1,2022,9:07:00 AM,59.661817,-151.170433,y,3.45,32.6,28785,30,4.5,YSI 2030,n,y,7.07,7.98,6.84,,7.296666667,Hach 2100P Turbidimeter,
kb,kbgwi,100m,5/15/22,May,1,2022,10:22:00 AM,59.661762,-151.168704,n,1.43,14.2,30404,29.9,6.8,YSI 2030,n,y,0.59,0.7,0.66,,0.65,Hach 2100P Turbidimeter,
kb,kbgwi,100m,5/15/22,May,5,2022,10:22:00 AM,59.661762,-151.168704,n,1.42,14.2,30688,30.2,6.8,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,5/15/22,May,1,2022,10:16:00 AM,59.66494,-151.450905,n,1.72,16.3,30477,29.6,6.9,YSI 2030,n,y,2.19,1.33,1.67,,1.73,Hach 2100P Turbidimeter,
kb,kbgwi,50m,5/15/22,May,5,2022,10:16:00 AM,59.66494,-151.450905,n,1.46,14.5,30662,30.3,6.7,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,5/15/22,May,1,2022,8:50:00 AM,59.661817,-151.170433,y,1.37,13.7,30347,29.8,6.8,YSI 2030,n,y,10.7,7.97,11.5,,10.05666667,Hach 2100P Turbidimeter,
kb,kbgwi,100m,6/14/22,June,1,2022,9:59:00 AM,59.661762,-151.168704,n,0.64,7.1,30588,24.8,13.7,YSI 2030,n,y,3.41,3.32,3.18,,3.303333333,Hach 2100P Turbidimeter,
kb,kbgwi,100m,6/14/22,June,5,2022,9:59:00 AM,59.661762,-151.168704,n,0.6,6.7,32459,28.1,11.5,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,6/14/22,June,1,2022,9:55:00 AM,59.66494,-151.450905,n,0.9,8.5,30385,24.6,13.7,YSI 2030,n,y,5.35,6.38,6.08,,5.936666667,Hach 2100P Turbidimeter,
kb,kbgwi,50m,6/14/22,June,5,2022,9:55:00 AM,59.66494,-151.450905,n,0.64,7.1,32655,28.3,11.5,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,6/14/22,June,1,2022,8:40:00 AM,59.661817,-151.170433,y,0.64,6.8,26408,22.3,11.7,YSI 2030,n,y,189,160,179,,176,Hach 2100P Turbidimeter,
kb,kbgwi,100m,7/13/22,July,1,2022,10:12:00 AM,59.661762,-151.168704,n,1.1,10.4,12808,10.7,10.3,YSI 2030,n,y,17.1,17.8,17.9,,17.6,Hach 2100P Turbidimeter,
kb,kbgwi,100m,7/13/22,July,5,2022,10:12:00 AM,59.661762,-151.168704,n,0.93,9.8,31155,29.3,9,YSI 2030,n,n,,,,,,,
kb,kbgwi,50m,7/13/22,July,1,2022,10:08:00 AM,59.66494,-151.450905,n,1.52,13.1,13013,11,9.3,YSI 2030,n,y,21,21,20.9,,20.96666667,Hach 2100P Turbidimeter,
kb,kbgwi,50m,7/13/22,July,5,2022,10:08:00 AM,59.66494,-151.450905,n,1.11,11.5,31759,29.4,9,YSI 2030,n,n,,,,,,,
kb,kbgwi,near,7/13/22,July,1,2022,9:35:00 AM,59.661817,-151.170433,y,1.63,15.6,14634,12.3,9.9,YSI 2030,n,y,28.6,28.3,28.7,,28.53333333,Hach 2100P Turbidimeter,
kb,kbgwi,100m,8/11/22,August,1,2022,9:45:00 AM,59.661762,-151.168704,n,1.14,11.7,21770,18.2,11.4,YSI 2030,n,y,16,15.8,15.2,,15.66666667,Hach 2100P Turbidimeter,
